#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
HAT-P-68 b,HAT-P-68,,1,1,1,Transit,1,Published Confirmed,0,2.29840551,5.2e-07,-5.2e-07,0,0.02996,0.00043,-0.00012,0.0,12.016,0.135,-0.135,0.0,1.072,0.012,-0.012,0.0,230.10892,13.66669,-13.66669,0,0.724,0.043,-0.043,0,Mass,0.041,,,1.0,184.8,5.9,-5.9,0.0,1028.0,8.0,-8.0,0.0,0,K,4508.0,43.0,-43.0,0.0,0.67,0.0,0.0,0.0,0.68,0.03,-0.01,0.0,-0.059,0.036,-0.036,0.0,[Fe/H],4.62,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h53m55.96s,118.4831501,+23d56m17.59s,23.9382192,202.152,0.953,-0.943,
CoRoT-25 b,CoRoT-25,,1,1,1,Transit,1,Published Confirmed,0,4.86069,6e-05,-6e-05,0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0,0.27,0.04,-0.04,0,Mass,0.0,,,0.0,,,,,1330.0,80.0,-40.0,0.0,0,F9,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,44.28,-41.05,
WASP-25 b,WASP-25,,0,1,1,Transit,1,Published Confirmed,0,3.764825,5e-06,-5e-06,0,0.0473,0.0004,-0.0004,0.0,13.675,0.673,-0.56,0.0,1.22,0.06,-0.05,0.0,184.334,12.713,-12.713,0,0.58,0.04,-0.04,0,Mass,0.0,,,0.0,,,,,,,,,0,,5703.0,100.0,,0.0,0.92,0.04,,0.0,1.0,0.03,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273,211.416,1.468,-1.447,
HAT-P-7 b,HAT-P-7,,1,2,1,Transit,1,Published Confirmed,0,2.20474,1.7e-05,-1.7e-05,0,,,,,16.926,2.354,-2.354,0.0,1.51,0.21,-0.21,0.0,584.8072,168.4499,-168.4499,0,1.84,0.53,-0.53,0,Mass,0.0,,,0.0,,,,,,,,,0,,6389.0,17.0,-17.0,0.0,2.0,0.28,-0.28,0.0,1.56,0.68,-0.68,0.0,0.26,,,0.0,[Fe/H],4.07,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.24719,+47d58m10.35s,47.9695429,341.079,2.431,-2.397,
K2-3 c,K2-3,,0,1,3,Transit,1,Published Confirmed,0,24.64638,0.00017,-0.00017,0,0.1413,0.0044,-0.0047,0.0,1.77,0.18,-0.18,0.0,0.158,0.016,-0.016,0.0,3.1,1.3,-1.2,0,0.00975,0.00409,-0.00378,0,Mass,,,,,,,,,,,,,0,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],4.66,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,
K2-100 b,K2-100,,1,1,1,Transit,1,Published Confirmed,0,1.6739035,4e-07,-4e-07,0,0.0301,0.0014,-0.0014,0.0,3.88,0.16,-0.16,0.0,0.346,0.014,-0.014,0.0,21.8,6.2,-6.2,0,0.06859,0.01951,-0.01951,0,Mass,0.0,,,0.0,1915.0,178.0,-165.0,0.0,1841.0,41.0,-41.0,0.0,0,G0 V,5945.0,110.0,-110.0,0.0,1.24,0.05,-0.05,0.0,1.15,0.05,-0.05,0.0,0.22,0.09,-0.09,0.0,[Fe/H],4.33,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m24.26s,129.6010863,+20d06m21.63s,20.1060074,188.959,2.471,-2.41,
Kepler-53 c,Kepler-53,,1,1,3,Transit,1,Published Confirmed,0,38.5583038,0.00041,-0.00041,0,,,,,3.17,,,0.0,0.283,,,0.0,36.0,,,1,0.11327,,,1,Mass,,,,,,,,,,,,,1,,5858.0,,,0.0,0.89,,,0.0,0.98,,,0.0,,,,,,4.53,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.07,65.81,-60.13,
KELT-10 b,KELT-10,,1,1,1,Transit,1,Published Confirmed,0,4.1662739,6.3e-06,-6.3e-06,0,0.0525,0.00086,-0.00097,0.0,15.681,0.773,-0.549,0.0,1.399,0.069,-0.049,0.0,215.80657,12.39537,-12.07754,0,0.679,0.039,-0.038,0,Mass,,,,,600.0,50.0,-40.0,0.0,1377.0,28.0,-23.0,0.0,0,G0 V,5948.0,74.0,-74.0,0.0,1.21,0.05,-0.04,0.0,1.11,0.06,-0.06,0.0,0.09,0.11,-0.1,0.0,[Fe/H],4.32,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m11.61s,284.5483823,-47d00m11.91s,-47.0033072,188.404,2.182,-2.132,
HATS-54 b,HATS-54,,1,1,1,Transit,1,Published Confirmed,0,2.5441765,2.4e-06,-2.4e-06,0,0.037,0.001,-0.001,0.0,11.377,0.269,-0.269,0.0,1.015,0.024,-0.024,0.0,239.32479,18.11622,-18.11622,0,0.753,0.057,-0.057,0,Mass,0.0,,,0.0,,,,,1429.0,24.0,-24.0,0.0,0,G6 V,5621.0,70.0,-70.0,0.0,1.23,0.02,-0.02,0.0,1.05,0.05,-0.05,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.585,22.665,-21.392,
KOI-94 c,KOI-94,,0,2,4,Transit,1,Published Confirmed,0,10.4236892,5.4e-06,-5.4e-06,0,,,,,,,,,,,,,9.4,2.4,-2.1,0,0.02958,0.00755,-0.00661,0,Mass,,,,,,,,,,,,,1,,6184.0,102.4,-156.59,0.0,1.43,0.08,-0.1,0.0,1.18,0.2,-0.13,0.0,0.11,0.07,-0.07,0.0,[M/H],4.2,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,
WASP-6 b,WASP-6,,1,1,1,Transit,1,Published Confirmed,0,3.36101,2.8e-06,-2.8e-06,0,,,,,11.545,1.121,-1.121,0.0,1.03,0.1,-0.1,0.0,117.5971,25.4264,-25.4264,0,0.37,0.08,-0.08,0,Mass,0.05,0.02,-0.02,0.0,,,,,,,,,0,,5450.0,100.0,-100.0,0.0,0.73,0.07,-0.07,0.0,0.55,0.17,-0.17,0.0,-0.2,,,0.0,[Fe/H],4.6,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h12m37.71s,348.1571282,-22d40m26.85s,-22.6741248,197.119,1.632,-1.607,
HATS-17 b,HATS-17,,1,1,1,Transit,1,Published Confirmed,0,16.254611,7.3e-05,-7.3e-05,0,0.1308,0.0012,-0.0012,0.0,8.709,0.628,-0.628,0.0,0.777,0.056,-0.056,0.0,425.25654,20.65895,-20.65895,0,1.338,0.065,-0.065,0,Mass,0.029,0.022,-0.022,0.0,72.7,9.6,-9.6,0.0,814.0,25.0,-25.0,0.0,0,G V,5846.0,78.0,-78.0,0.0,1.09,0.07,-0.05,0.0,1.13,0.03,-0.03,0.0,0.3,0.03,-0.03,0.0,[Fe/H],4.42,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331,10.228,-9.74,
Kepler-48 b,Kepler-48,,0,1,4,Transit,1,Published Confirmed,0,4.778,,,0,,,,,2.05,0.25,-0.07,0.0,0.183,0.022,-0.006,0.0,14.3,4.3,-4.5,0,0.045,0.014,-0.014,0,Mass,,,,,,,,,,,,,1,,,,,,0.85,,,0.0,0.96,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,
KELT-3 b,KELT-3,,0,2,1,Transit,1,Published Confirmed,0,2.70339,1e-05,-1e-05,0,0.04123,0.00066,-0.00066,0.0,15.076,0.807,-0.807,0.0,1.345,0.072,-0.072,0.0,469.75274,20.02329,-19.70546,0,1.478,0.063,-0.062,0,Mass,0.035,,,1.0,,,,,,,,,0,,6308.0,50.0,-50.0,0.0,1.47,0.07,-0.06,0.0,1.28,0.06,-0.06,0.0,0.04,0.08,-0.08,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.252,5.544,-5.271,
KOI-4777.01,KOI-4777,,1,1,1,Transit,1,Published Confirmed,0,0.412,1e-06,-1e-06,0,0.008,0.0003,-0.0003,0.0,0.51,0.03,-0.03,0.0,0.045,0.003,-0.003,0.0,99.2,,,1,0.31212,,,1,Mass,0.0,,,0.0,320.0,20.0,-20.0,0.0,1180.0,20.0,-20.0,0.0,0,,3515.0,69.0,-69.0,0.0,0.4,0.01,-0.01,0.0,0.41,0.02,-0.02,0.0,0.1,0.1,-0.1,0.0,[Fe/H],4.77,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,172.245,1.243,-1.226,
HAT-P-22 b,HAT-P-22,,0,2,1,Transit,1,Published Confirmed,0,3.21223328,5.8e-07,-5.8e-07,0,0.04171,0.00065,-0.00065,0.0,11.882,0.829,-0.829,0.0,1.06,0.074,-0.074,0.0,696.68336,24.47291,-24.47291,0,2.192,0.077,-0.077,0,Mass,,,,,,,,,1293.0,29.0,-29.0,0.0,0,G5 V,5314.0,50.0,-50.0,0.0,1.06,0.05,-0.05,0.0,0.94,0.04,-0.04,0.0,0.3,0.09,-0.09,0.0,[Fe/H],4.36,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.7647,0.2505,-0.2489,
TOI-181 b,TOI-181,,1,1,1,Transit,1,Published Confirmed,0,4.532,2e-06,-2e-06,0,0.0539,0.0043,-0.0036,0.0,6.956,0.087,-0.101,0.0,0.634,0.008,-0.009,0.0,46.1687,2.71,-7.83,0,0.1452,0.0085,-0.024,0,Mass,0.1543,0.06,-0.03,0.0,102.43,15.52,-14.64,0.0,895.0,32.0,-34.0,0.0,0,K,4994.0,50.0,-50.0,0.0,0.74,0.02,-0.02,0.0,0.82,0.04,-0.04,0.0,0.272,0.08,-0.08,0.0,[m/H],4.61,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,96.2338,0.5781,-0.5714,
HATS-33 b,HATS-33,,1,1,1,Transit,1,Published Confirmed,0,2.5495551,6.1e-06,-6.1e-06,0,0.03727,0.00037,-0.00037,0.0,13.787,1.255,-0.908,0.0,1.23,0.112,-0.081,0.0,378.85336,16.84499,-16.84499,0,1.192,0.053,-0.053,0,Mass,0.08,,,1.0,,,,,1429.0,38.0,-38.0,0.0,0,,5659.0,85.0,-85.0,0.0,1.02,0.05,-0.04,0.0,1.06,0.03,-0.03,0.0,0.29,0.05,-0.05,0.0,[Fe/H],4.45,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.46,2.164,-2.127,
TOI-500 b,TOI-500,,1,1,4,Transit,1,Published Confirmed,0,0.548177,1.9e-05,-1.9e-05,0,0.01189,0.00041,-0.0004,0.0,1.166,0.061,-0.058,0.0,0.104,0.005,-0.005,0.0,1.42,0.18,-0.18,0,0.00447,0.00057,-0.00057,0,Mass,0.063,0.073,-0.044,0.0,1138.0,123.0,-112.0,0.0,1617.0,41.0,-41.0,0.0,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,
Kepler-345 c,Kepler-345,,0,1,2,Transit,1,Published Confirmed,0,9.387,,,0,,,,,1.3,0.1,-0.1,0.0,0.116,0.009,-0.009,0.0,2.2,0.9,-0.9,0,0.00692,0.00283,-0.00283,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.7,0.03,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,
HAT-P-3 b,HAT-P-3,,0,2,1,Transit,1,Published Confirmed,0,2.899736,,,0,0.03871,0.00042,-0.00042,0.0,,,,,,,,,187.83753,8.89924,-8.89924,0,0.591,0.028,-0.028,0,Msini,0.0,,,0.0,,,,,,,,,0,K,5084.0,,,0.0,0.8,0.04,-0.04,0.0,0.92,0.03,-0.03,0.0,0.27,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m22.56s,206.0940142,+48d01m42.83s,48.028565,134.554,0.48,-0.477,
K2-260 b,K2-260,,1,1,1,Transit,1,Published Confirmed,0,2.6266657,1.8e-06,-1.8e-06,0,0.0404,0.0013,-0.0016,0.0,17.396,0.538,-0.639,0.0,1.552,0.048,-0.057,0.0,451.3186,98.5273,-101.7056,0,1.42,0.31,-0.32,0,Mass,0.0,,,0.0,,,,,1957.0,78.0,-77.0,0.0,0,F6 V,6367.0,250.0,-250.0,0.0,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0,-0.14,0.15,-0.15,0.0,[Fe/H],4.15,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.834,19.395,-18.342,
HAT-P-66 b,HAT-P-66,,1,1,1,Transit,1,Published Confirmed,0,2.972086,5.7e-06,-5.7e-06,0,0.04363,0.00121,-0.00064,0.0,17.822,1.793,-1.121,0.0,1.59,0.16,-0.1,0.0,248.86089,18.11631,-18.11631,0,0.783,0.057,-0.057,0,Mass,0.09,,,1.0,,,,,1896.0,66.0,-42.0,0.0,0,G0,6002.0,50.0,-50.0,0.0,1.88,0.15,-0.1,0.0,1.25,0.11,-0.05,0.0,0.035,0.08,-0.08,0.0,[Fe/H],3.99,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h02m17.43s,150.5726262,+53d57m02.97s,53.9508237,935.456,24.361,-23.177,
TOI-763 b,TOI-763,,1,1,2,Transit,1,Published Confirmed,0,5.6057,0.0013,-0.0013,0,0.06,0.0006,-0.0006,0.0,2.28,0.11,-0.11,0.0,0.203,0.01,-0.01,0.0,9.79,0.78,-0.78,0,0.0308,0.00245,-0.00245,0,Mass,0.04,0.04,-0.03,0.0,,,,,1038.0,16.0,-16.0,0.0,0,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,
WASP-2 b,WASP-2,,0,2,1,Transit,1,Published Confirmed,0,2.1522254,1.5e-06,-1.4e-06,0,0.0307,0.0013,-0.0015,0.0,12.072,0.616,-0.65,0.0,1.077,0.055,-0.058,0.0,275.24078,24.15508,-26.69772,0,0.866,0.076,-0.084,0,Mass,0.07,,,1.0,,,,,,,,,0,K1,5150.0,80.0,-80.0,0.0,0.82,0.04,-0.04,0.0,0.84,0.11,-0.12,0.0,-0.08,0.08,-0.08,0.0,[Fe/H],4.4,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,
CoRoT-1 b,CoRoT-1,,0,1,1,Transit,1,Published Confirmed,0,1.5089686,6e-07,-6e-07,0,0.02536,0.00099,-0.00099,0.0,17.385,0.729,-0.729,0.0,1.551,0.065,-0.065,0.0,327.3649,31.783,-31.783,0,1.03,0.1,-0.1,0,Mass,,,,,,,,,1915.0,49.0,-49.0,0.0,0,,5950.0,150.0,-150.0,0.0,1.13,0.05,-0.05,0.0,0.95,0.11,-0.11,0.0,-0.3,0.25,-0.25,0.0,[Fe/H],4.31,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,
TOI-1201 b,TOI-1201,,1,2,1,Transit,1,Published Confirmed,0,2.4919863,3e-06,-3.1e-06,0,0.0287,0.0012,-0.0012,0.0,2.415,0.091,-0.09,0.0,0.215,0.008,-0.008,0.0,6.28,0.84,-0.88,0,0.01976,0.00264,-0.00277,0,Mass,0.0,,,0.0,40.6,3.6,-3.2,0.0,703.0,15.0,-14.0,0.0,0,M2.0 V,3476.0,51.0,-51.0,0.0,0.51,0.02,-0.02,0.0,0.51,0.02,-0.02,0.0,0.05,0.16,-0.16,0.0,[Fe/H],4.8,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871,0.0516,-0.0516,
WASP-43 b,WASP-43,,0,1,1,Transit,1,Published Confirmed,0,0.81347437,1.3e-07,-1.3e-07,0,0.01528,0.00017,-0.00018,0.0,11.613,0.213,-0.213,0.0,1.036,0.019,-0.019,0.0,651.5515,15.8915,-16.52716,0,2.05,0.05,-0.052,0,Mass,0.0062,,,1.0,,,,,,,,,1,,4400.0,200.0,-200.0,0.0,0.67,0.01,-0.01,0.0,0.72,0.03,-0.03,0.0,-0.05,0.17,-0.17,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467,0.3281,-0.3257,
TIC 279401253 c,TIC 279401253,,1,1,2,Transit,0,Published Confirmed,0,155.3,0.7,-0.7,0,0.591,0.005,-0.006,0.0,,,,,,,,,2548.98382,57.20911,-57.20911,0,8.02,0.18,-0.18,0,Msini,0.254,0.042,-0.036,0.0,,,,,,,,,0,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.44,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,
Kepler-102 f,Kepler-102,,1,1,5,Transit,1,Published Confirmed,0,27.4536,,,0,,,,,0.88,0.03,-0.03,0.0,0.079,0.003,-0.003,0.0,5.2,,,1,0.01636,,,1,Mass,,,,,,,,,,,,,0,,4903.0,74.0,-74.0,0.0,0.74,0.02,-0.02,0.0,0.8,0.06,-0.06,0.0,0.08,0.07,-0.07,0.0,[Fe/H],4.61,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,
Kepler-107 b,Kepler-107,,1,1,4,Transit,1,Published Confirmed,0,3.1800218,2.9e-06,-2.9e-06,0,0.04544,0.00035,-0.00035,0.0,1.536,0.025,-0.025,0.0,0.137,0.002,-0.002,0.0,3.51,1.52,-1.52,0,0.01104,0.00478,-0.00478,0,Mass,0.0,,,0.0,,,,,1593.0,19.0,-19.0,0.0,0,,5854.0,61.0,-61.0,0.0,1.45,0.01,-0.01,0.0,1.24,0.03,-0.03,0.0,0.321,0.065,-0.065,0.0,[Fe/H],4.21,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,5.697,-5.577,
KOI-351 g,KOI-351,,0,1,8,Transit,1,Published Confirmed,0,210.603,,,0,,,,,8.07,0.785,-0.785,0.0,0.72,0.07,-0.07,0.0,254.264,,,1,0.8,,,1,Mass,,,,,,,,,,,,,0,,6080.0,260.0,-170.0,0.0,1.2,0.1,-0.1,0.0,1.2,0.1,-0.1,0.0,-0.12,0.18,-0.18,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,
TrES-5 b,TrES-5,,0,1,1,Transit,1,Published Confirmed,0,1.4822446,7e-07,-7e-07,0,0.02446,0.00068,-0.00068,0.0,13.552,0.235,-0.235,0.0,1.209,0.021,-0.021,0.0,565.078,20.022,-20.022,0,1.778,0.063,-0.063,0,Mass,0.0,,,0.0,,,,,,,,,0,,5171.0,36.0,,0.0,0.87,0.01,,0.0,0.89,0.02,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m53.27s,305.2219454,+59d26m56.05s,59.4489033,360.313,1.921,-1.901,
OGLE-TR-132 b,OGLE-TR-132,,0,1,1,Transit,1,Published Confirmed,0,1.68986531,6.4e-07,-6.4e-07,0,0.03036,0.00055,-0.00055,0.0,13.451,1.681,-1.233,0.0,1.2,0.15,-0.11,0.0,858.141,1080.622,-476.745,0,2.7,3.4,-1.5,0,Mass,0.6,,,1.0,,,,,,,,,0,,6210.0,75.0,-75.0,0.0,1.32,0.17,-0.12,0.0,1.3,0.07,-0.07,0.0,0.37,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.62,231.82,-231.82,
OGLE-TR-211 b,OGLE-TR-211,,0,1,1,Transit,1,Published Confirmed,0,3.67724,3e-05,-3e-05,0,0.05105,0.00079,-0.00076,0.0,14.146,1.771,-1.02,0.0,1.262,0.158,-0.091,0.0,238.3725,47.6745,-47.6745,0,0.75,0.15,-0.15,0,Mass,,,,,,,,,1686.0,90.0,-55.0,0.0,0,,6325.0,91.0,-91.0,0.0,1.56,0.18,-0.1,0.0,1.31,0.06,-0.06,0.0,0.11,0.1,-0.1,0.0,[Fe/H],4.17,0.05,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m14.36s,160.0598236,-62d27m19.93s,-62.4555353,1515.26,109.825,-109.825,
WASP-28 b,WASP-28,,0,1,1,Transit,1,Published Confirmed,0,3.40884,3e-06,-3e-06,0,0.0445,0.0004,-0.0004,0.0,15.177,1.861,-1.861,0.0,1.354,0.166,-0.166,0.0,285.717,11.124,-11.124,0,0.899,0.035,-0.035,0,Mass,,,,,,,,,1473.0,30.0,-30.0,0.0,0,F8,6084.0,45.0,-45.0,0.0,1.12,0.05,-0.05,0.0,1.01,0.03,-0.03,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],4.34,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849,348.494,5.654,-5.479,
